id,question_id,positionable_id,positionable_type,score,comment,created_at,updated_at
202,13,8,Candidate,1,This is too black and white. This a far more complicated issue but we do need new thinking.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
203,14,8,Candidate,2,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
204,15,8,Candidate,3,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
205,16,8,Candidate,2,It is important but not a priority at this point for me. I also fear these towns losing business that comes through the town.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
206,17,8,Candidate,2,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
207,18,8,Candidate,3,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
208,19,8,Candidate,2,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
209,20,8,Candidate,3,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
210,21,8,Candidate,1,This is not an issue that should be included alongside the real issues mentioned in this survery.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
211,22,8,Candidate,3,The biggest block to business in town is parking. We need to look at free parking options.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
212,23,8,Candidate,3,I think recent developments in Bedford Row and Thomas Street shows its benefits and shows the city in a new light.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
213,24,8,Candidate,1,This is too costly.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
214,25,8,Candidate,1,Too costly.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
215,26,8,Candidate,3,This provides efficient community engagement using the expertise of existing agencies.,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
216,27,8,Candidate,3,As long as it does not become positive discrimination,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
217,1,9,Candidate,3,"Sufficient education, recreation & allotment provisions are vital to compliment social housing.",2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
218,2,9,Candidate,1,This is a short term & very costly way of approaching the lack of affordable housing. Security of tenancy is a concern for families,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
219,3,9,Candidate,2,Depends on the landscape and the type of build,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
220,4,9,Candidate,2,Depends on their condition & whether the community would benefit / cope with having them completed. There's 100k on housing lists & lots of empty / incomplete houses. Some compromise / solution could come from this scenario,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
221,5,9,Candidate,3,"Rainwater harvesting systems and such sustainable policies are the way forward. We have a wet, windy climate and need to quickly harness this sustainable energy",2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
222,6,9,Candidate,3,Peoples ability to pay needs to be firstly established. As we have seen repeatedly; those who have not caused this situation are the ones repeatedly hit,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
223,7,9,Candidate,3,Community meetings with voting to determine what the funds are spent on,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
224,8,9,Candidate,1,Rates have been reduced in the city in line with county levels. Next should be rates relative to revenue rather than store size,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
225,9,9,Candidate,3,Conditions in some traveller sites in urban Limerick raise serious human rights concerns,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
226,10,9,Candidate,3,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
227,11,9,Candidate,2,"€575k spent last yr. observations should be made as to the care / lack of care owners show to their horse(s). If well kept, don't intervene. If poorly kept: intervene for sake of horse welfare",2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
228,12,9,Candidate,3,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
229,13,9,Candidate,1,,2014-05-14 21:31:47 UTC,2014-05-14 21:31:47 UTC
230,14,9,Candidate,3,The system of Direct Provision raises ethical and human rights issues,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
231,15,9,Candidate,1,Anti-social behaviour is a result of people not being able to access necessary services,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
232,16,9,Candidate,1,"This would be welcome, but there are more pressing matters that should be prioritised",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
233,17,9,Candidate,1,Such sustainable infrastructure is vital for the future,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
234,18,9,Candidate,1,"SMART meters are a health hazard. The leaking pipe network contributes majorly to water loss. A private company with which no contract exists between it & the people, therefor there is no binding requirement to pay.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
235,19,9,Candidate,1,These have been provided across the city in recent times,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
236,20,9,Candidate,2,The city centre has been a retail area for years. More emphasis should be placed on culture & identity. (ala Munster Rugby),2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
237,21,9,Candidate,1,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
238,22,9,Candidate,1,First hour free',2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
239,23,9,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
240,24,9,Candidate,0,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
241,25,9,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
242,26,9,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
243,27,9,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
244,1,10,Candidate,3,"In the AAA's RealJobs Programme we propose public investment to create jobs, including building and repairing council housing locally.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
245,2,10,Candidate,1,"The best way to support low-income families is thru investing in top quality social housing to clear the housing waiting lists, rather simply subsidising landlords, some of whom are making an absolute killing from rent allowance.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
246,3,10,Candidate,2,"It depends very much on location and context, a blanket policy cannot be applied.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
247,4,10,Candidate,1,"These estates, mostly owned by Nama, should where possible be completed and used for public good.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
248,5,10,Candidate,3,"The AAA will be organising a mass campaign of non-payment to defeat the water charges, just like we beat them before.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
249,6,10,Candidate,2,"The Council should refuse to do the governments dirty work, cutting services and hiking taxes. The local property tax should be scrapped and councils should demand the government refund the funds stolen from councils.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
250,7,10,Candidate,3,"More importantly, the local property tax should be scrapped and councils should demand the government refund the funds stolen from councils.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
251,8,10,Candidate,2,"We need tiered rates, taking into account the nature, size and profitability of businesses.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
252,9,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
253,10,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
254,11,10,Candidate,1,"The council should fund the proposed Social Horse Projects, providing community stables so the horses can be kept in decent conditions in the local communities, and support this past time.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
255,12,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
256,13,10,Candidate,1,"Along with the ScamBridge.ie campaign, the AAA fights for a RealJobs programme rather than these scams.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
257,14,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
258,15,10,Candidate,3,"his should be an option for tenants who connsistently make life hell for their neighbours, and refuse to cease after warnings.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
259,16,10,Candidate,3,"Whilst I believe public transport should be the priority, for towns and villages for whom congestion is a very serious problem, an urgent solution is needed.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
260,17,10,Candidate,2,"The interests of the environment and communities must be prioritieed, not the profits of business. Real consultation and consideration of local landscape, keeping them away from homes etc is a must. Offshore windfarms should be considered.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
261,18,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
262,19,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
263,20,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
264,21,10,Candidate,1,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
265,22,10,Candidate,2,"Free, regular public transport should be provided, along with free park and ride facilities, to make the city more people-friendly",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
266,23,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
267,24,10,Candidate,0,"Adequate funding for local services, and an end to austerity taxes are the key issues facing us, the question of a directly elected mayor is a distraction, and potentially undermines the council by taking further powers away from it.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
268,25,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
269,26,10,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
270,27,10,Candidate,1,"Austerity is hitting women especially hard. The burden of childcare still falls diproportionately on women, excluding many from political activity. However, quotas will not resolve this.",2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
271,1,11,Candidate,3,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
272,2,11,Candidate,1,,2014-05-14 21:31:48 UTC,2014-05-14 21:31:48 UTC
273,3,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
274,4,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
275,5,11,Candidate,3,Until such time as we invest and upgrade our water infrastructure i do not agree with the implementation of additional charges,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
276,6,11,Candidate,1,"The provision of local services such as our Libraries,Roads, Parks & House maintenance are already stretched and cannot be cut further",2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
277,7,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
278,8,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
279,9,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
280,10,11,Candidate,2,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
281,11,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
282,12,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
283,13,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
284,14,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
285,15,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
286,16,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
287,17,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
288,18,11,Candidate,3,Conservation is important so long as the 50% loss from leaking pipes is ended,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
289,19,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
290,20,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
291,21,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
292,22,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
293,23,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
294,24,11,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
295,25,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
296,26,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
297,27,11,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
298,1,12,Candidate,1,Social Housing is a failed policy. For full statement please see blog http://diarmuidscullyblog.wordpress.com/2014/04/07/a-land-act-for-the-21st-century/,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
299,2,12,Candidate,1,See blog http://diarmuidscullyblog.wordpress.com/2014/04/07/a-land-act-for-the-21st-century/,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
300,3,12,Candidate,2,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
301,4,12,Candidate,3,"If there is no demand, the estate is not needed.  Where demand does exist - or could exist with support, the estate should be finished off and made use of",2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
302,5,12,Candidate,0,Not a matter for local government.,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
303,6,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
304,7,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
305,8,12,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
306,9,12,Candidate,1,"Like other forms of social housing, traveller specific accommodation is an expensive way of making a bad situation worse",2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
307,10,12,Candidate,3,As long as that is what parents want.,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
308,11,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
309,12,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
310,13,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
311,14,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
312,15,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
313,16,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
314,17,12,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
315,18,12,Candidate,0,Not a matter for local government,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
316,19,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
317,20,12,Candidate,3,This is the single most important issue facing the council,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
318,21,12,Candidate,1,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
319,22,12,Candidate,3,"Agree, subject to time constraints.  Limerick has a shortage of on-street car parking.  This scarce resource needs to be managed.",2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
320,23,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
321,24,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
322,25,12,Candidate,3,"Agree, but I think secure web based consultation may be more accessible and cost effective",2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
323,26,12,Candidate,3,,2014-05-14 21:31:49 UTC,2014-05-14 21:31:49 UTC
324,27,12,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
325,1,13,Candidate,1,Develop ghost estates to meet demand,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
326,2,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
327,3,13,Candidate,1,This practice should be encouraged. It keeps vibrancy in local communities while at the same time creating employment for the Construction Sector,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
328,4,13,Candidate,2,Cases vary,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
329,5,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
330,6,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
331,7,13,Candidate,2,Ideally it should be but in the current economic climate some of the money is required centrally,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
332,8,13,Candidate,2,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
333,9,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
334,10,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
335,11,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
336,12,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
337,13,13,Candidate,2,In certain cases yes however there would be exceptions in my view,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
338,14,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
339,15,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
340,16,13,Candidate,3,Funding must be provided from central government,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
341,17,13,Candidate,1,Wind Farms should be developed on suitable lands only,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
342,18,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
343,19,13,Candidate,2,Again in an ideal world yes but road surface improvements and other works need to be higher up the priority list at present,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
344,20,13,Candidate,3,Certainly but not at the expense of towns and villages,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
345,21,13,Candidate,0,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
346,22,13,Candidate,0,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
347,23,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
348,24,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
349,25,13,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
350,26,13,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
351,27,13,Candidate,3,All candidates to be selected through Convention,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
352,1,14,Candidate,3,support for families that cannot get on the housing market due to the impediments banks have put in the way of young families,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
353,2,14,Candidate,2,it must be one of  many supports as different needs exist one size does not fit all,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
354,3,14,Candidate,1,rural ireland to survive needs a more liberal planning process. people need to be supported not penalised,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
355,4,14,Candidate,2,"it depends on the location, market factors &the demography of the area.",2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
356,5,14,Candidate,1,we need to broaden our tax base as Fianna Fáil had narrowed this and to ensure a quality water supply for public health reasons we need to pay for it,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
357,6,14,Candidate,1,however these rates should be static for at least a decade so people can plan spending,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
358,7,14,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
359,8,14,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
360,9,14,Candidate,2,existing Accomadation should be supported,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
361,10,14,Candidate,1,"our education system has evolved this way since 1922, its part of our culture and heritage",2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
362,11,14,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
363,12,14,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
364,13,14,Candidate,1,"20 euro is not enough participants travel and meal allowance should be included. people should not be penalised. Many who do this would hope that if employment became available, it would be offered it",2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
365,14,14,Candidate,1,there potentially are language issues here and health and safety issues about entering the workforce and potentially open to exploitation. all applications should be processed first,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
366,15,14,Candidate,3,however supports need to be put in place to help families as it may not be fair on the entire family,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
367,16,14,Candidate,3,however agreement of these congested towns business & voluntary groups is essential in process,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
368,17,14,Candidate,1,as long as they are away from peoples homes and people agree at a local level at planning stage,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
369,18,14,Candidate,3,lets hope this happens,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
370,19,14,Candidate,3,not just in city areas but in our county towns also,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
371,20,14,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
372,21,14,Candidate,2,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
373,22,14,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
374,23,14,Candidate,3,better public transport & shuttle buses needed to support city centre traders,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
375,24,14,Candidate,1,more expense/another election /no need,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
376,25,14,Candidate,3,this is important to bring democratic decision making to the people,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
377,26,14,Candidate,3,my suggestion is all representatives of community councils should be given consultative and advisory status and meet at least four times a year to ensure greater understanding of decision making processes.,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
378,27,14,Candidate,2,system should be based on merit not gender this will avoid token gestures,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
379,1,15,Candidate,3,It must be well planned and considerations for amenities and the enviroment must be carefully considered.,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
380,2,15,Candidate,1,"I don't believe renting long term is a viable soulution, and ultimately can be costly to the tax payer",2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
381,3,15,Candidate,1,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
382,4,15,Candidate,1,This should be reviewed on a cse by case basis-in conjunction with the requirment for housing locally.,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
383,5,15,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
384,6,15,Candidate,2,A balance needs to be found as in some cases cutting services affects the most vunerable members of the community,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
385,7,15,Candidate,3,,2014-05-14 21:31:50 UTC,2014-05-14 21:31:50 UTC
386,8,15,Candidate,1,Every city should be evaluated individually with consideration for all factors,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
387,9,15,Candidate,3,This should be discussed with the Travelling Community,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
388,10,15,Candidate,3,There should be a strict division between education and religion,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
389,11,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
390,12,15,Candidate,3,The council should support festivals as long as the council deem the objectives to the festival to be ethical,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
391,13,15,Candidate,1,Although I accept this is not possible-cases should be reviewed individually,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
392,14,15,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
393,15,15,Candidate,1,Other sanctions are probably more appropriate,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
394,16,15,Candidate,3,Traffic manamgement is something which could make daily life much easier on indidivals and should be a priority of the council,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
395,17,15,Candidate,1,Not completely,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
396,18,15,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
397,19,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
398,20,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
399,21,15,Candidate,0,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
400,22,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
401,23,15,Candidate,0,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
402,24,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
403,25,15,Candidate,2,"Although it is valuable it is costly, perhaps local forums would be more appropriate",2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
404,26,15,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
405,27,15,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
406,1,16,Candidate,3,Renovating the large quantity of social housing that is vacant in the county should be where the change begins,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
407,2,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
408,3,16,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
409,4,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
410,5,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
411,6,16,Candidate,2,"I think some areas have very little services such as bus service, playgrounds or youth facilities this needs to be addressed.",2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
412,7,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
413,8,16,Candidate,1,We need to protect any business which is fighting to stay open in this economy,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
947,2,3,Party,0,,2014-05-14 21:32:02 UTC,2014-05-14 21:32:02 UTC
414,9,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
415,10,16,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
416,11,16,Candidate,3,However it would be the ideal scenario to impound horses services are stretched to breaking point perhaps stronger buying regulations would be more appropriate.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
417,12,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
418,13,16,Candidate,2,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
419,14,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
420,15,16,Candidate,3,It is vital that a stronger system for offences within tenancy agreements is implemented.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
421,16,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
422,17,16,Candidate,1,Stronger regulations are required for wind farms. Distance from homes needs to be increased.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
423,18,16,Candidate,1,Water conservation can only be improved when the water system has been upgraded which will stop thousands of litres of water being lost each day.,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
424,19,16,Candidate,0,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
425,20,16,Candidate,3,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
426,21,16,Candidate,1,,2014-05-14 21:31:51 UTC,2014-05-14 21:31:51 UTC
